C:\Users\sombra\Desktop\src\track_1_recovery\IMG\center_2017_08_04_20_18_40_033.jpg,C:\Users\sombra\Desktop\src\track_1_recovery\IMG\left_2017_08_04_20_18_40_033.jpg,C:\Users\sombra\Desktop\src\track_1_recovery\IMG\right_2017_08_04_20_18_40_033.jpg,0,0,0,0.4709686
C:\Users\sombra\Desktop\src\track_1_recovery\IMG\center_2017_08_04_20_18_40_108.jpg,C:\Users\sombra\Desktop\src\track_1_recovery\IMG\left_2017_08_04_20_18_40_108.jpg,C:\Users\sombra\Desktop\src\track_1_recovery\IMG\right_2017_08_04_20_18_40_108.jpg,0,0,0,0.4899552
C:\Users\sombra\Desktop\src\track_1_recovery\IMG\center_2017_08_04_20_18_40_180.jpg,C:\Users\sombra\Desktop\src\track_1_recovery\IMG\left_2017_08_04_20_18_40_180.jpg,C:\Users\sombra\Desktop\src\track_1_recovery\IMG\right_2017_08_04_20_18_40_180.jpg,0,0,0,0.5038406
C:\Users\sombra\Desktop\src\track_1_recovery\IMG\center_2017_08_04_20_18_40_252.jpg,C:\Users\sombra\Desktop\src\track_1_recovery\IMG\left_2017_08_04_20_18_40_252.jpg,C:\Users\sombra\Desktop\src\track_1_recovery\IMG\right_2017_08_04_20_18_40_252.jpg,0,0,0,0.5219305
C:\Users\sombra\Desktop\src\track_1_recovery\IMG\center_2017_08_04_20_18_40_323.jpg,C:\Users\sombra\Desktop\src\track_1_recovery\IMG\left_2017_08_04_20_18_40_323.jpg,C:\Users\sombra\Desktop\src\track_1_recovery\IMG\right_2017_08_04_20_18_40_323.jpg,0,0,0,0.5352119
C:\Users\sombra\Desktop\src\track_1_recovery\IMG\center_2017_08_04_20_18_40_395.jpg,C:\Users\sombra\Desktop\src\track_1_recovery\IMG\left_2017_08_04_20_18_40_395.jpg,C:\Users\sombra\Desktop\src\track_1_recovery\IMG\right_2017_08_04_20_18_40_395.jpg,0,0,0,0.552528
C:\Users\sombra\Desktop\src\track_1_recovery\IMG\center_2017_08_04_20_18_40_469.jpg,C:\Users\sombra\Desktop\src\track_1_recovery\IMG\left_2017_08_04_20_18_40_469.jpg,C:\Users\sombra\Desktop\src\track_1_recovery\IMG\right_2017_08_04_20_18_40_469.jpg,0,0.1268103,0,0.6443601
C:\Users\sombra\Desktop\src\track_1_recovery\IMG\center_2017_08_04_20_18_40_541.jpg,C:\Users\sombra\Desktop\src\track_1_recovery\IMG\left_2017_08_04_20_18_40_541.jpg,C:\Users\sombra\Desktop\src\track_1_recovery\IMG\right_2017_08_04_20_18_40_541.jpg,0,0.319928,0,0.8038504
C:\Users\sombra\Desktop\src\track_1_recovery\IMG\center_2017_08_04_20_18_40_614.jpg,C:\Users\sombra\Desktop\src\track_1_recovery\IMG\left_2017_08_04_20_18_40_614.jpg,C:\Users\sombra\Desktop\src\track_1_recovery\IMG\right_2017_08_04_20_18_40_614.jpg,0,0.5623874,0,1.272298
C:\Users\sombra\Desktop\src\track_1_recovery\IMG\center_2017_08_04_20_18_40_689.jpg,C:\Users\sombra\Desktop\src\track_1_recovery\IMG\left_2017_08_04_20_18_40_689.jpg,C:\Users\sombra\Desktop\src\track_1_recovery\IMG\right_2017_08_04_20_18_40_689.jpg,0,0.7891646,0,1.966956
C:\Users\sombra\Desktop\src\track_1_recovery\IMG\center_2017_08_04_20_18_40_759.jpg,C:\Users\sombra\Desktop\src\track_1_recovery\IMG\left_2017_08_04_20_18_40_759.jpg,C:\Users\sombra\Desktop\src\track_1_recovery\IMG\right_2017_08_04_20_18_40_759.jpg,0,0.9762149,0,2.601886
C:\Users\sombra\Desktop\src\track_1_recovery\IMG\center_2017_08_04_20_18_40_831.jpg,C:\Users\sombra\Desktop\src\track_1_recovery\IMG\left_2017_08_04_20_18_40_831.jpg,C:\Users\sombra\Desktop\src\track_1_recovery\IMG\right_2017_08_04_20_18_40_831.jpg,-0.05,1,0,3.088894
