training_data\IMG\center_2017_08_04_00_06_59_784.jpg,training_data\IMG\left_2017_08_04_00_06_59_784.jpg,training_data\IMG\right_2017_08_04_00_06_59_784.jpg,0,0,0,9.271829
training_data\IMG\center_2017_08_04_00_06_59_859.jpg,training_data\IMG\left_2017_08_04_00_06_59_859.jpg,training_data\IMG\right_2017_08_04_00_06_59_859.jpg,0,0,0,9.197305
training_data\IMG\center_2017_08_04_00_06_59_936.jpg,training_data\IMG\left_2017_08_04_00_06_59_936.jpg,training_data\IMG\right_2017_08_04_00_06_59_936.jpg,0,0,0,9.123381
training_data\IMG\center_2017_08_04_00_07_00_010.jpg,training_data\IMG\left_2017_08_04_00_07_00_010.jpg,training_data\IMG\right_2017_08_04_00_07_00_010.jpg,0,0,0,9.049851
training_data\IMG\center_2017_08_04_00_07_00_085.jpg,training_data\IMG\left_2017_08_04_00_07_00_085.jpg,training_data\IMG\right_2017_08_04_00_07_00_085.jpg,0,0,0,8.97707
training_data\IMG\center_2017_08_04_00_07_00_158.jpg,training_data\IMG\left_2017_08_04_00_07_00_158.jpg,training_data\IMG\right_2017_08_04_00_07_00_158.jpg,0,0,0,8.922905
training_data\IMG\center_2017_08_04_00_07_00_229.jpg,training_data\IMG\left_2017_08_04_00_07_00_229.jpg,training_data\IMG\right_2017_08_04_00_07_00_229.jpg,0,0,0,8.851196
training_data\IMG\center_2017_08_04_00_07_00_299.jpg,training_data\IMG\left_2017_08_04_00_07_00_299.jpg,training_data\IMG\right_2017_08_04_00_07_00_299.jpg,0,0,0,8.797793
training_data\IMG\center_2017_08_04_00_07_00_368.jpg,training_data\IMG\left_2017_08_04_00_07_00_368.jpg,training_data\IMG\right_2017_08_04_00_07_00_368.jpg,0,0.08076169,0,8.750651
training_data\IMG\center_2017_08_04_00_07_00_438.jpg,training_data\IMG\left_2017_08_04_00_07_00_438.jpg,training_data\IMG\right_2017_08_04_00_07_00_438.jpg,0,0.2891349,0,8.845688
training_data\IMG\center_2017_08_04_00_07_00_512.jpg,training_data\IMG\left_2017_08_04_00_07_00_512.jpg,training_data\IMG\right_2017_08_04_00_07_00_512.jpg,0,0.5131882,0,9.167403
training_data\IMG\center_2017_08_04_00_07_00_584.jpg,training_data\IMG\left_2017_08_04_00_07_00_584.jpg,training_data\IMG\right_2017_08_04_00_07_00_584.jpg,0,0.6869848,0,9.556491
training_data\IMG\center_2017_08_04_00_07_00_656.jpg,training_data\IMG\left_2017_08_04_00_07_00_656.jpg,training_data\IMG\right_2017_08_04_00_07_00_656.jpg,0,0.9439026,0,10.27839
training_data\IMG\center_2017_08_04_00_07_00_729.jpg,training_data\IMG\left_2017_08_04_00_07_00_729.jpg,training_data\IMG\right_2017_08_04_00_07_00_729.jpg,0,1,0,11.15479
training_data\IMG\center_2017_08_04_00_07_00_801.jpg,training_data\IMG\left_2017_08_04_00_07_00_801.jpg,training_data\IMG\right_2017_08_04_00_07_00_801.jpg,0,1,0,11.65065
