C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\center_2017_08_07_20_52_04_302.jpg,C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\left_2017_08_07_20_52_04_302.jpg,C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\right_2017_08_07_20_52_04_302.jpg,0,0,0,0.0001281419
C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\center_2017_08_07_20_52_04_373.jpg,C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\left_2017_08_07_20_52_04_373.jpg,C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\right_2017_08_07_20_52_04_373.jpg,0,0,0,0.0001439436
C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\center_2017_08_07_20_52_04_442.jpg,C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\left_2017_08_07_20_52_04_442.jpg,C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\right_2017_08_07_20_52_04_442.jpg,0,0,0,0.000158648
C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\center_2017_08_07_20_52_04_512.jpg,C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\left_2017_08_07_20_52_04_512.jpg,C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\right_2017_08_07_20_52_04_512.jpg,0,0,0,0.0002093483
C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\center_2017_08_07_20_52_04_585.jpg,C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\left_2017_08_07_20_52_04_585.jpg,C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\right_2017_08_07_20_52_04_585.jpg,0,0,0,4.564323E-05
C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\center_2017_08_07_20_52_04_657.jpg,C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\left_2017_08_07_20_52_04_657.jpg,C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\right_2017_08_07_20_52_04_657.jpg,0,0,0,4.162894E-05
C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\center_2017_08_07_20_52_04_726.jpg,C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\left_2017_08_07_20_52_04_726.jpg,C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\right_2017_08_07_20_52_04_726.jpg,0,0,0,3.096867E-05
C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\center_2017_08_07_20_52_04_799.jpg,C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\left_2017_08_07_20_52_04_799.jpg,C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\right_2017_08_07_20_52_04_799.jpg,0,0.02892693,0,0.03968385
C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\center_2017_08_07_20_52_04_865.jpg,C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\left_2017_08_07_20_52_04_865.jpg,C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\right_2017_08_07_20_52_04_865.jpg,0,0.2058197,0,0.1122737
C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\center_2017_08_07_20_52_04_942.jpg,C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\left_2017_08_07_20_52_04_942.jpg,C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\right_2017_08_07_20_52_04_942.jpg,0,0.4574375,0,0.4549172
C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\center_2017_08_07_20_52_05_015.jpg,C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\left_2017_08_07_20_52_05_015.jpg,C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\right_2017_08_07_20_52_05_015.jpg,0,0.6742581,0,0.9654809
C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\center_2017_08_07_20_52_05_088.jpg,C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\left_2017_08_07_20_52_05_088.jpg,C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\right_2017_08_07_20_52_05_088.jpg,0,0.8697088,0,1.591372
C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\center_2017_08_07_20_52_05_162.jpg,C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\left_2017_08_07_20_52_05_162.jpg,C:\Users\sombra\Code\udacity\CarND-Behavioral-Cloning-P3\training_data\track_2_loop_2\IMG\right_2017_08_07_20_52_05_162.jpg,0,1,0,2.516909
